         6.5x7.0                  (65x70.dat)                                                                                                                             
         v2020-0506                                                                                                                                                       
         Simulation Date: 03/09/2021                                                                                                                                      
                                                                                                                                                                          
         POLARS WERE GENERATED USING:  TAIR (DEFAULT, BATCH)                                                                                                              
                                                                                                                                                                          
         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======                                                                                                    
                                                                                                                                                                          
         DEFINITIONS:                                                                                                                                                     
         J=V/nD (advance ratio)                                                                                                                                           
         Ct=T/(rho * n**2 * D**4) (thrust coef.)                                                                                                                          
         Cp=P/(rho * n**3 * D**5) (power coef.)                                                                                                                           
         Pe=Ct*J/Cp (efficiency)                                                                                                                                          
         V  (model speed in MPH)                                                                                                                                          
         Mach (at prop tip)                                                                                                                                               
         Reyn (at 75% of span)                                                                                                                                            
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       1000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
       151.6        1.30      0.5362      0.0095      0.0230       0.147       0.489       0.195     109.896       0.055       0.869       0.807        0.53      91719.  
       157.0        1.34     -0.0006      0.0000      0.0127       0.082       0.270       0.000      60.790       0.031      -0.001      -0.001        0.53      92490.  
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      20000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -          -     
         0.0        0.00      0.0000      0.1119      0.0630       0.470       1.482       2.546     350.579       0.167      11.324       3.294        0.52      84590.  
         5.7        0.05      0.0813      0.1121      0.0638       0.476       1.501       2.550     355.209       0.170      11.342       3.256        0.52      84606.  
        11.4        0.09      0.1602      0.1123      0.0649       0.485       1.527       2.555     361.371       0.173      11.364       3.207        0.52      84655.  
        17.1        0.14      0.2356      0.1126      0.0663       0.495       1.561       2.561     369.339       0.176      11.391       3.145        0.52      84737.  
        22.8        0.19      0.3069      0.1129      0.0681       0.509       1.603       2.568     379.217       0.181      11.423       3.072        0.52      84851.  
        28.5        0.23      0.3730      0.1133      0.0703       0.525       1.653       2.576     391.260       0.187      11.460       2.987        0.52      84997.  
        34.2        0.28      0.4331      0.1137      0.0729       0.544       1.715       2.586     405.766       0.194      11.502       2.891        0.52      85175.  
        39.9        0.32      0.4873      0.1141      0.0759       0.566       1.785       2.596     422.409       0.202      11.547       2.787        0.52      85386.  
        45.6        0.37      0.5362      0.1146      0.0791       0.591       1.861       2.606     440.375       0.210      11.590       2.684        0.52      85628.  
        51.3        0.42      0.5801      0.1150      0.0825       0.616       1.942       2.615     459.608       0.219      11.632       2.581        0.52      85901.  
        57.0        0.46      0.6189      0.1153      0.0862       0.644       2.029       2.624     480.169       0.229      11.669       2.478        0.52      86206.  
        62.7        0.51      0.6528      0.1156      0.0902       0.673       2.121       2.630     502.001       0.240      11.699       2.376        0.52      86541.  
        68.4        0.56      0.6817      0.1158      0.0943       0.704       2.219       2.633     525.071       0.251      11.712       2.275        0.52      86907.  
        74.1        0.60      0.7067      0.1157      0.0985       0.735       2.317       2.631     548.219       0.262      11.702       2.177        0.53      87303.  
        79.8        0.65      0.7285      0.1151      0.1024       0.764       2.409       2.619     570.085       0.272      11.648       2.084        0.53      87729.  
        85.4        0.69      0.7475      0.1137      0.1055       0.788       2.483       2.585     587.581       0.281      11.498       1.995        0.53      88184.  
        91.1        0.74      0.7695      0.1103      0.1061       0.792       2.496       2.508     590.712       0.282      11.155       1.926        0.53      88668.  
        96.8        0.79      0.7873      0.1039      0.1038       0.775       2.443       2.364     578.100       0.276      10.513       1.854        0.53      89180.  
       102.5        0.83      0.8037      0.0962      0.0997       0.745       2.347       2.189     555.322       0.265       9.737       1.788        0.53      89720.  
       108.2        0.88      0.8181      0.0884      0.0950       0.709       2.235       2.011     528.962       0.253       8.943       1.724        0.54      90287.  
       113.9        0.93      0.8307      0.0804      0.0896       0.669       2.108       1.829     498.712       0.238       8.134       1.663        0.54      90881.  
       119.6        0.97      0.8409      0.0722      0.0834       0.623       1.963       1.642     464.618       0.222       7.306       1.603        0.54      91502.  
       125.3        1.02      0.8485      0.0639      0.0766       0.572       1.803       1.453     426.760       0.204       6.463       1.544        0.54      92148.  
       131.0        1.06      0.8523      0.0554      0.0691       0.516       1.627       1.259     384.969       0.184       5.602       1.484        0.54      92819.  
       136.7        1.11      0.8496      0.0467      0.0610       0.455       1.435       1.061     339.566       0.162       4.720       1.417        0.55      93515.  
       142.4        1.16      0.8360      0.0378      0.0523       0.390       1.230       0.859     291.039       0.139       3.821       1.339        0.55      94236.  
       148.1        1.20      0.7980      0.0286      0.0431       0.322       1.014       0.650     240.056       0.115       2.893       1.229        0.55      94979.  
       153.8        1.25      0.7125      0.0192      0.0337       0.251       0.792       0.437     187.458       0.090       1.942       1.057        0.55      95746.  
       159.5        1.30      0.5281      0.0097      0.0237       0.177       0.558       0.220     132.107       0.063       0.978       0.755        0.56      96536.  
       165.2        1.34     -0.0006      0.0000      0.0134       0.100       0.315       0.000      74.586       0.036      -0.001      -0.001        0.56      97347.  
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      21000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -          -     
         0.0        0.00      0.0000      0.1119      0.0674       0.582       1.748       2.806     434.345       0.197      12.483       2.931        0.54      88820.  
         6.0        0.05      0.0770      0.1121      0.0674       0.583       1.749       2.812     434.456       0.198      12.507       2.935        0.54      88837.  
        12.0        0.09      0.1543      0.1124      0.0674       0.583       1.748       2.819     434.425       0.198      12.538       2.943        0.54      88888.  
        17.9        0.14      0.2303      0.1127      0.0679       0.587       1.763       2.827     437.964       0.199      12.574       2.928        0.54      88974.  
        23.9        0.19      0.3029      0.1131      0.0691       0.597       1.792       2.836     445.271       0.202      12.614       2.889        0.54      89093.  
        29.9        0.23      0.3708      0.1135      0.0708       0.612       1.837       2.846     456.375       0.208      12.658       2.828        0.54      89247.  
        35.9        0.28      0.4317      0.1139      0.0733       0.633       1.900       2.857     472.175       0.215      12.706       2.744        0.54      89434.  
        41.9        0.32      0.4868      0.1144      0.0761       0.658       1.974       2.869     490.509       0.223      12.760       2.653        0.54      89655.  
        47.8        0.37      0.5366      0.1149      0.0792       0.685       2.056       2.881     510.803       0.232      12.815       2.558        0.55      89909.  
        53.8        0.42      0.5814      0.1154      0.0826       0.714       2.143       2.893     532.494       0.242      12.867       2.464        0.55      90196.  
        59.8        0.46      0.6214      0.1158      0.0862       0.745       2.236       2.903     555.599       0.253      12.914       2.370        0.55      90516.  
        65.8        0.51      0.6560      0.1161      0.0901       0.779       2.337       2.912     580.623       0.264      12.951       2.275        0.55      90868.  
        71.8        0.56      0.6849      0.1163      0.0943       0.815       2.445       2.916     607.615       0.276      12.971       2.177        0.55      91252.  
        77.7        0.60      0.7098      0.1163      0.0985       0.851       2.555       2.915     634.939       0.289      12.967       2.083        0.55      91668.  
        83.7        0.65      0.7315      0.1158      0.1025       0.886       2.660       2.904     661.009       0.301      12.918       1.993        0.55      92114.  
        89.7        0.69      0.7503      0.1146      0.1060       0.916       2.749       2.873     683.032       0.311      12.779       1.908        0.55      92592.  
        95.7        0.74      0.7680      0.1113      0.1073       0.927       2.783       2.792     691.588       0.314      12.418       1.831        0.56      93100.  
       101.7        0.79      0.7859      0.1050      0.1051       0.909       2.727       2.634     677.528       0.308      11.715       1.763        0.56      93637.  
       107.6        0.83      0.8024      0.0973      0.1010       0.873       2.619       2.439     650.733       0.296      10.851       1.700        0.56      94204.  
       113.6        0.88      0.8169      0.0894      0.0962       0.831       2.495       2.241     619.804       0.282       9.968       1.640        0.56      94799.  
       119.6        0.93      0.8298      0.0813      0.0907       0.784       2.352       2.039     584.336       0.266       9.068       1.582        0.56      95423.  
       125.6        0.97      0.8402      0.0730      0.0845       0.730       2.191       1.832     544.458       0.248       8.148       1.526        0.57      96074.  
       131.6        1.02      0.8479      0.0646      0.0776       0.671       2.013       1.621     500.181       0.227       7.211       1.470        0.57      96752.  
       137.5        1.06      0.8520      0.0560      0.0700       0.605       1.816       1.405     451.140       0.205       6.251       1.413        0.57      97457.  
       143.5        1.11      0.8500      0.0473      0.0618       0.534       1.602       1.185     398.047       0.181       5.273       1.351        0.57      98187.  
       149.5        1.16      0.8369      0.0383      0.0530       0.458       1.374       0.961     341.347       0.155       4.274       1.277        0.58      98943.  
       155.5        1.20      0.7998      0.0291      0.0437       0.378       1.134       0.729     281.699       0.128       3.241       1.173        0.58      99724.  
       161.5        1.25      0.7123      0.0195      0.0342       0.295       0.886       0.489     220.240       0.100       2.173       1.006        0.58     100529.  
       167.4        1.30      0.5264      0.0098      0.0241       0.209       0.626       0.246     155.640       0.071       1.095       0.717        0.59     101358.  
       173.4        1.34     -0.0004      0.0000      0.0134       0.116       0.349       0.000      86.653       0.039       0.000      -0.001        0.59     102209.  
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      22000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -          -     
         0.0        0.00      0.0000      0.1121      0.0674       0.670       1.919       3.086     499.511       0.217      13.725       2.802        0.57      93049.  
         6.3        0.05      0.0759      0.1123      0.0684       0.680       1.949       3.090     507.232       0.220      13.744       2.763        0.57      93067.  
        12.5        0.09      0.1510      0.1125      0.0689       0.685       1.962       3.097     510.646       0.222      13.775       2.751        0.57      93121.  
        18.8        0.14      0.2246      0.1128      0.0697       0.693       1.984       3.105     516.556       0.224      13.812       2.727        0.57      93210.  
        25.0        0.18      0.2980      0.1132      0.0703       0.698       2.001       3.116     520.858       0.226      13.861       2.714        0.57      93336.  
        31.3        0.23      0.3681      0.1137      0.0714       0.710       2.033       3.129     529.185       0.230      13.917       2.682        0.57      93496.  
        37.6        0.28      0.4304      0.1141      0.0736       0.731       2.095       3.141     545.300       0.237      13.973       2.613        0.57      93692.  
        43.8        0.32      0.4857      0.1146      0.0764       0.759       2.175       3.155     566.253       0.246      14.034       2.527        0.57      93923.  
        50.1        0.37      0.5350      0.1152      0.0796       0.792       2.267       3.170     590.223       0.256      14.100       2.436        0.57      94189.  
        56.4        0.42      0.5795      0.1157      0.0831       0.826       2.366       3.184     615.838       0.267      14.164       2.345        0.57      94490.  
        62.6        0.46      0.6195      0.1162      0.0867       0.862       2.469       3.197     642.712       0.279      14.222       2.256        0.57      94824.  
        68.9        0.51      0.6547      0.1166      0.0906       0.900       2.578       3.208     671.170       0.291      14.269       2.168        0.57      95193.  
        75.1        0.55      0.6839      0.1168      0.0948       0.942       2.698       3.214     702.363       0.305      14.297       2.076        0.58      95595.  
        81.4        0.60      0.7087      0.1168      0.0991       0.985       2.822       3.215     734.443       0.319      14.302       1.986        0.58      96030.  
        87.7        0.65      0.7303      0.1165      0.1033       1.026       2.940       3.206     765.319       0.332      14.259       1.900        0.58      96498.  
        93.9        0.69      0.7488      0.1155      0.1070       1.063       3.045       3.178     792.657       0.344      14.134       1.818        0.58      96998.  
       100.2        0.74      0.7664      0.1125      0.1086       1.079       3.092       3.096     804.842       0.349      13.771       1.745        0.58      97529.  
       106.5        0.79      0.7842      0.1063      0.1065       1.059       3.033       2.925     789.597       0.343      13.011       1.680        0.58      98092.  
       112.7        0.83      0.8009      0.0985      0.1023       1.017       2.913       2.710     758.345       0.329      12.052       1.621        0.59      98685.  
       119.0        0.88      0.8156      0.0905      0.0975       0.969       2.775       2.490     722.410       0.314      11.077       1.564        0.59      99308.  
       125.2        0.92      0.8317      0.0824      0.0916       0.911       2.609       2.267     679.004       0.295      10.086       1.515        0.59      99961.  
       131.5        0.97      0.8425      0.0741      0.0854       0.849       2.431       2.039     632.903       0.275       9.070       1.461        0.59     100643.  
       137.8        1.02      0.8508      0.0656      0.0784       0.780       2.234       1.806     581.400       0.252       8.031       1.409        0.60     101353.  
       144.0        1.06      0.8556      0.0569      0.0708       0.703       2.014       1.566     524.365       0.228       6.967       1.355        0.60     102090.  
       150.3        1.11      0.8544      0.0480      0.0624       0.620       1.777       1.322     462.558       0.201       5.882       1.297        0.60     102855.  
       156.6        1.16      0.8426      0.0390      0.0535       0.531       1.522       1.073     396.280       0.172       4.771       1.228        0.60     103647.  
       162.8        1.20      0.8070      0.0296      0.0441       0.438       1.255       0.815     326.803       0.142       3.623       1.131        0.61     104464.  
       169.1        1.25      0.7212      0.0199      0.0344       0.342       0.981       0.547     255.232       0.111       2.435       0.973        0.61     105307.  
       175.3        1.29      0.5363      0.0100      0.0242       0.241       0.690       0.276     179.557       0.078       1.229       0.698        0.61     106174.  
       181.6        1.34     -0.0004      0.0000      0.0136       0.135       0.388       0.000     100.933       0.044       0.000       0.000        0.62     107066.  
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      23000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -          -     
         0.0        0.00      0.0000      0.1125      0.0640       0.727       1.991       3.385     541.816       0.225      15.055       2.833        0.59      97279.  
         6.5        0.05      0.0801      0.1127      0.0650       0.738       2.022       3.390     550.355       0.228      15.079       2.794        0.59      97297.  
        13.1        0.09      0.1567      0.1129      0.0666       0.756       2.072       3.396     563.839       0.234      15.105       2.732        0.59      97353.  
        19.6        0.14      0.2300      0.1132      0.0682       0.774       2.122       3.404     577.429       0.240      15.141       2.674        0.59      97447.  
        26.2        0.18      0.3012      0.1135      0.0696       0.791       2.167       3.415     589.792       0.245      15.188       2.626        0.59      97577.  
        32.7        0.23      0.3693      0.1139      0.0713       0.809       2.218       3.427     603.583       0.251      15.245       2.576        0.59      97745.  
        39.2        0.28      0.4328      0.1144      0.0733       0.832       2.281       3.442     620.682       0.258      15.310       2.515        0.60      97950.  
        45.8        0.32      0.4889      0.1149      0.0760       0.863       2.366       3.458     643.833       0.267      15.379       2.436        0.60      98191.  
        52.3        0.37      0.5380      0.1155      0.0793       0.901       2.469       3.474     671.851       0.279      15.453       2.345        0.60      98468.  
        58.9        0.42      0.5810      0.1161      0.0831       0.943       2.585       3.492     703.467       0.292      15.532       2.251        0.60      98782.  
        65.4        0.46      0.6191      0.1166      0.0870       0.988       2.708       3.509     737.028       0.306      15.606       2.159        0.60      99131.  
        71.9        0.51      0.6530      0.1171      0.0911       1.035       2.835       3.522     771.495       0.320      15.664       2.070        0.60      99516.  
        78.5        0.55      0.6825      0.1174      0.0953       1.083       2.966       3.530     807.245       0.335      15.702       1.983        0.60      99935.  
        85.0        0.60      0.7082      0.1174      0.0996       1.131       3.100       3.533     843.521       0.350      15.714       1.900        0.60     100389.  
        91.6        0.65      0.7302      0.1172      0.1038       1.179       3.231       3.526     879.304       0.365      15.684       1.819        0.61     100877.  
        98.1        0.69      0.7491      0.1164      0.1077       1.223       3.351       3.501     911.964       0.379      15.575       1.741        0.61     101399.  
       104.6        0.74      0.7668      0.1139      0.1098       1.247       3.418       3.427     930.025       0.386      15.243       1.671        0.61     101954.  
       111.2        0.79      0.7849      0.1079      0.1079       1.226       3.359       3.245     914.080       0.379      14.433       1.610        0.61     102541.  
       117.7        0.83      0.8019      0.0999      0.1036       1.177       3.225       3.006     877.700       0.364      13.372       1.554        0.61     103160.  
       124.3        0.88      0.8170      0.0919      0.0987       1.121       3.073       2.764     836.122       0.347      12.295       1.499        0.62     103810.  
       130.8        0.92      0.8304      0.0837      0.0932       1.058       2.899       2.518     788.939       0.328      11.202       1.448        0.62     104491.  
       137.4        0.97      0.8415      0.0753      0.0869       0.986       2.703       2.266     735.526       0.305      10.080       1.397        0.62     105203.  
       143.9        1.02      0.8502      0.0668      0.0798       0.906       2.484       2.008     675.836       0.281       8.932       1.348        0.62     105944.  
       150.4        1.06      0.8554      0.0580      0.0720       0.818       2.242       1.744     610.002       0.253       7.759       1.297        0.63     106713.  
       157.0        1.11      0.8549      0.0490      0.0636       0.722       1.979       1.475     538.514       0.224       6.560       1.242        0.63     107512.  
       163.5        1.15      0.8441      0.0398      0.0545       0.619       1.697       1.199     461.686       0.192       5.331       1.178        0.63     108338.  
       170.1        1.20      0.8098      0.0303      0.0450       0.511       1.400       0.912     380.856       0.158       4.057       1.086        0.63     109191.  
       176.6        1.25      0.7254      0.0204      0.0351       0.399       1.093       0.614     297.388       0.123       2.733       0.937        0.64     110070.  
       183.1        1.29      0.5402      0.0103      0.0247       0.281       0.769       0.310     209.299       0.087       1.381       0.673        0.64     110975.  
       189.7        1.34      0.0003      0.0000      0.0140       0.159       0.435       0.000     118.388       0.049       0.000       0.000        0.64     111906.  
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      24000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -          -     
         0.0        0.00      0.0000      0.1115      0.0844       1.089       2.860       3.652     811.991       0.323      16.244       2.040        0.62     101508.  
         6.8        0.05      0.0623      0.1118      0.0827       1.067       2.803       3.661     795.903       0.317      16.286       2.087        0.62     101528.  
        13.6        0.09      0.1252      0.1120      0.0826       1.065       2.798       3.670     794.458       0.316      16.323       2.095        0.62     101586.  
        20.4        0.14      0.1853      0.1123      0.0838       1.082       2.841       3.677     806.651       0.321      16.355       2.068        0.62     101683.  
        27.3        0.18      0.2534      0.1128      0.0821       1.060       2.783       3.695     790.267       0.314      16.435       2.121        0.62     101819.  
        34.1        0.23      0.3191      0.1133      0.0819       1.057       2.775       3.712     788.040       0.314      16.511       2.137        0.62     101993.  
        40.9        0.28      0.3838      0.1139      0.0821       1.060       2.784       3.732     790.423       0.314      16.598       2.141        0.62     102206.  
        47.7        0.32      0.4411      0.1145      0.0838       1.081       2.839       3.750     806.287       0.321      16.681       2.110        0.62     102457.  
        54.5        0.37      0.4931      0.1151      0.0861       1.111       2.918       3.770     828.574       0.330      16.768       2.064        0.62     102745.  
        61.3        0.42      0.5411      0.1157      0.0888       1.146       3.008       3.791     854.211       0.340      16.861       2.013        0.62     103071.  
        68.1        0.46      0.5836      0.1164      0.0920       1.187       3.117       3.813     885.097       0.352      16.959       1.954        0.63     103435.  
        74.9        0.51      0.6224      0.1170      0.0954       1.230       3.231       3.832     917.563       0.365      17.044       1.894        0.63     103835.  
        81.8        0.55      0.6578      0.1174      0.0988       1.275       3.347       3.846     950.511       0.378      17.107       1.835        0.63     104271.  
        88.6        0.60      0.6886      0.1177      0.1025       1.322       3.473       3.855     986.094       0.392      17.149       1.773        0.63     104743.  
        95.4        0.65      0.7187      0.1178      0.1058       1.365       3.585       3.858    1018.065       0.405      17.159       1.719        0.63     105251.  
       102.2        0.69      0.7425      0.1173      0.1093       1.411       3.704       3.843    1051.890       0.419      17.094       1.657        0.63     105793.  
       109.0        0.74      0.7626      0.1156      0.1118       1.443       3.790       3.785    1076.091       0.428      16.838       1.596        0.64     106370.  
       115.8        0.78      0.7823      0.1098      0.1101       1.420       3.730       3.598    1059.211       0.421      16.003       1.541        0.64     106981.  
       122.6        0.83      0.8001      0.1017      0.1056       1.362       3.577       3.333    1015.792       0.404      14.823       1.488        0.64     107625.  
       129.5        0.88      0.8155      0.0936      0.1006       1.298       3.409       3.067     968.108       0.385      13.641       1.437        0.64     108301.  
       136.3        0.92      0.8292      0.0854      0.0950       1.225       3.218       2.796     913.783       0.364      12.438       1.388        0.64     109010.  
       143.1        0.97      0.8408      0.0769      0.0886       1.144       3.003       2.520     852.759       0.339      11.209       1.340        0.65     109749.  
       149.9        1.01      0.8499      0.0683      0.0815       1.052       2.762       2.237     784.445       0.312       9.949       1.293        0.65     110520.  
       156.7        1.06      0.8558      0.0594      0.0736       0.950       2.496       1.946     708.628       0.282       8.656       1.246        0.65     111321.  
       163.5        1.11      0.8561      0.0503      0.0651       0.839       2.204       1.648     625.940       0.249       7.330       1.194        0.66     112151.  
       170.3        1.15      0.8462      0.0409      0.0558       0.720       1.890       1.341     536.584       0.213       5.963       1.133        0.66     113010.  
       177.1        1.20      0.8157      0.0312      0.0459       0.592       1.556       1.023     441.742       0.176       4.550       1.050        0.66     113898.  
       184.0        1.25      0.7298      0.0211      0.0359       0.464       1.217       0.690     345.720       0.138       3.068       0.905        0.67     114813.  
       190.8        1.29      0.5450      0.0107      0.0253       0.327       0.858       0.350     243.587       0.097       1.557       0.652        0.67     115754.  
       197.6        1.34     -0.0064     -0.0001      0.0141       0.182       0.479      -0.002     136.023       0.054      -0.010      -0.007        0.67     116722.  
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      25000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -          -     
         0.0        0.00      0.0000      0.1120      0.0798       1.164       2.934       3.979     867.732       0.331      17.700       2.080        0.64     105738.  
         7.1        0.05      0.0643      0.1121      0.0803       1.171       2.953       3.985     873.428       0.334      17.724       2.069        0.64     105758.  
        14.2        0.09      0.1216      0.1121      0.0849       1.239       3.123       3.985     923.814       0.353      17.727       1.957        0.64     105818.  
        21.3        0.14      0.1881      0.1125      0.0826       1.205       3.039       3.999     898.777       0.343      17.789       2.018        0.65     105919.  
        28.3        0.18      0.2401      0.1127      0.0865       1.261       3.179       4.006     940.398       0.359      17.818       1.932        0.65     106060.  
        35.4        0.23      0.2983      0.1131      0.0873       1.273       3.209       4.020     949.330       0.363      17.882       1.921        0.65     106241.  
        42.5        0.28      0.3640      0.1137      0.0863       1.259       3.173       4.042     938.671       0.359      17.980       1.953        0.65     106462.  
        49.6        0.32      0.4100      0.1142      0.0897       1.309       3.299       4.057     975.969       0.373      18.047       1.886        0.65     106722.  
        56.7        0.37      0.4683      0.1149      0.0904       1.318       3.322       4.082     982.658       0.375      18.158       1.884        0.65     107022.  
        63.8        0.41      0.5036      0.1153      0.0949       1.384       3.489       4.099    1032.049       0.394      18.232       1.801        0.65     107360.  
        70.9        0.46      0.5428      0.1159      0.0983       1.434       3.616       4.121    1069.579       0.409      18.329       1.747        0.65     107738.  
        77.9        0.51      0.5761      0.1165      0.1024       1.494       3.765       4.140    1113.799       0.425      18.416       1.686        0.65     108153.  
        85.0        0.55      0.6122      0.1170      0.1056       1.540       3.883       4.159    1148.503       0.439      18.500       1.643        0.65     108606.  
        92.1        0.60      0.6578      0.1176      0.1070       1.561       3.935       4.181    1164.093       0.445      18.596       1.629        0.66     109096.  
        99.2        0.64      0.6878      0.1178      0.1104       1.610       4.060       4.188    1200.904       0.459      18.627       1.582        0.66     109623.  
       106.3        0.69      0.7223      0.1178      0.1126       1.642       4.140       4.185    1224.537       0.468      18.615       1.550        0.66     110186.  
       113.4        0.74      0.7529      0.1171      0.1146       1.671       4.212       4.162    1245.982       0.476      18.511       1.515        0.66     110785.  
       120.4        0.78      0.7781      0.1125      0.1132       1.651       4.161       3.999    1230.836       0.470      17.786       1.474        0.66     111419.  
       127.5        0.83      0.7983      0.1042      0.1081       1.577       3.976       3.702    1175.979       0.449      16.465       1.428        0.67     112088.  
       134.6        0.87      0.8142      0.0959      0.1031       1.503       3.790       3.410    1121.127       0.428      15.167       1.380        0.67     112790.  
       141.7        0.92      0.8279      0.0876      0.0974       1.421       3.582       3.113    1059.569       0.405      13.848       1.333        0.67     113526.  
       148.8        0.97      0.8394      0.0790      0.0910       1.328       3.347       2.809     990.054       0.378      12.494       1.287        0.67     114294.  
       155.9        1.01      0.8500      0.0703      0.0838       1.222       3.079       2.498     910.880       0.348      11.110       1.244        0.68     115095.  
       163.0        1.06      0.8567      0.0612      0.0757       1.104       2.782       2.176     822.944       0.314       9.677       1.199        0.68     115926.  
       170.0        1.11      0.8591      0.0519      0.0667       0.973       2.453       1.844     725.659       0.277       8.201       1.152        0.68     116789.  
       177.1        1.15      0.8492      0.0422      0.0572       0.835       2.104       1.500     622.326       0.238       6.674       1.093        0.69     117681.  
       184.2        1.20      0.8203      0.0323      0.0471       0.687       1.732       1.147     512.177       0.196       5.102       1.016        0.69     118602.  
       191.3        1.24      0.7307      0.0216      0.0367       0.536       1.351       0.767     399.528       0.153       3.414       0.871        0.69     119552.  
       198.4        1.29      0.5457      0.0110      0.0260       0.379       0.956       0.391     282.775       0.108       1.740       0.627        0.70     120530.  
       205.5        1.34     -0.0029      0.0000      0.0148       0.216       0.544      -0.001     161.019       0.062      -0.005      -0.003        0.70     121536.  
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      26000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -          -     
         0.0        0.00      0.0000      0.1108      0.1012       1.660       4.024       4.257    1238.012       0.455      18.936       1.560        0.67     109967.  
         7.3        0.05      0.0537      0.1113      0.0945       1.551       3.759       4.277    1156.248       0.425      19.022       1.678        0.67     109988.  
        14.6        0.09      0.1074      0.1114      0.0947       1.553       3.765       4.284    1158.324       0.425      19.054       1.677        0.67     110050.  
        21.9        0.14      0.1442      0.1111      0.1054       1.730       4.193       4.270    1289.773       0.474      18.991       1.501        0.67     110153.  
        29.2        0.18      0.2170      0.1121      0.0943       1.547       3.750       4.309    1153.482       0.424      19.165       1.694        0.67     110297.  
        36.5        0.23      0.2702      0.1125      0.0950       1.558       3.777       4.324    1161.856       0.427      19.233       1.688        0.67     110482.  
        43.8        0.27      0.3270      0.1131      0.0947       1.553       3.765       4.347    1158.313       0.425      19.334       1.702        0.67     110707.  
        51.1        0.32      0.3514      0.1131      0.1028       1.687       4.089       4.349    1257.996       0.462      19.343       1.568        0.67     110973.  
        58.4        0.37      0.4333      0.1143      0.0963       1.581       3.831       4.396    1178.654       0.433      19.552       1.692        0.67     111280.  
        65.7        0.41      0.4792      0.1150      0.0986       1.617       3.919       4.420    1205.647       0.443      19.660       1.663        0.68     111626.  
        73.0        0.46      0.5599      0.1163      0.0948       1.554       3.768       4.469    1159.106       0.426      19.877       1.749        0.68     112011.  
        80.3        0.50      0.5967      0.1169      0.0984       1.613       3.911       4.494    1203.177       0.442      19.990       1.694        0.68     112435.  
        87.6        0.55      0.5943      0.1170      0.1078       1.769       4.287       4.498    1318.937       0.484      20.007       1.547        0.68     112898.  
        94.9        0.59      0.6678      0.1184      0.1052       1.725       4.183       4.551    1286.690       0.473      20.242       1.604        0.68     113400.  
       102.3        0.64      0.6583      0.1184      0.1149       1.885       4.570       4.552    1405.800       0.516      20.245       1.469        0.68     113938.  
